RegulatedEntityId,Regulated Entity Name,Regulated Entity Group,Donations Value,Donation Events,Donation Mean
1322.0,Ross Cranston,Single Donation Entity,2346.43,1,2346.43
1323.0,Colin Challen,Very Small Entity,7630.0,4,1907.5
1324.0,Ken Purchase,Very Small Entity,7800.0,5,1560.0
1325.0,Paul Clark,Single Donation Entity,5000.0,1,5000.0
1326.0,Dennis Turner,Single Donation Entity,1500.0,1,1500.0
1327.0,Constituency Campaigning Services Board,Small Medium Entity,1976631.99,36,54906.44416666667
1328.0,Anthony Rowlands,Single Donation Entity,1250.0,1,1250.0
1329.0,Nicholas Brown,Very Small Entity,9604.35,3,3201.4500000000003
1330.0,Sarah Teather,Small Entity,16341.55,6,2723.5916666666667
1331.0,Joan Humble,Single Donation Entity,3000.0,1,3000.0
1332.0,Jeremy Hunt,Small Medium Entity,542919.34,52,10440.756538461537
1333.0,Christopher Grayling,Small Medium Entity,362227.3,23,15749.01304347826
1334.0,Andrew Mitchell,Small Medium Entity,626163.24,86,7280.967906976744
1335.0,Nick Herbert,Small Medium Entity,243376.76,36,6760.4655555555555
1336.0,Malcolm Rifkind,Small Entity,136292.0,12,11357.666666666666
1339.0,Graham Stuart,Small Entity,39602.04,13,3046.3107692307694
1340.0,Greg Clark,Very Small Entity,15000.0,4,3750.0
1341.0,Menzies Campbell,Small Entity,47638.99,14,3402.785
1342.0,Denis Murphy,Very Small Entity,15500.0,3,5166.666666666667
1343.0,Mary Creagh,Very Small Entity,8850.0,3,2950.0
1345.0,Stephen Byers,Small Entity,36621.090000000004,15,2441.4060000000004
1346.0,Simon Hughes,Small Medium Entity,86501.08,16,5406.3175
1347.0,James Brokenshire,Single Donation Entity,7500.0,1,7500.0
1348.0,David Anderson,Small Entity,25812.6,10,2581.2599999999998
1349.0,Clare Short,Small Medium Entity,60373.96,25,2414.9584
1350.0,John Bercow,Small Entity,63951.91,15,4263.460666666667
1351.0,Stuart Bell,Very Small Entity,7162.0,2,3581.0
1352.0,Andrew George,Very Small Entity,11441.22,5,2288.2439999999997
1353.0,Jim Dowd,Single Donation Entity,3000.0,1,3000.0
1354.0,Janet Anderson,Single Donation Entity,3000.0,1,3000.0
1355.0,Mark Simmonds,Small Entity,36645.76,9,4071.751111111111
1356.0,Paul Goodman,Very Small Entity,8855.0,3,2951.6666666666665
1357.0,Norman Baker,Single Donation Entity,2400.0,1,2400.0
1358.0,Nick Clegg,Small Medium Entity,607714.0,76,7996.236842105263
1359.0,Phil Willis,Single Donation Entity,1323.5,1,1323.5
1360.0,Mohammed Sarwar,Single Donation Entity,3286.26,1,3286.26
1361.0,Edward Vaizey,Very Small Entity,16274.79,5,3254.958
1362.0,Jessica Morden,Very Small Entity,5594.469999999999,2,2797.2349999999997
1363.0,James Duddridge,Small Entity,24615.1,7,3516.442857142857
1364.0,Paul Murphy,Single Donation Entity,2357.0,1,2357.0
1365.0,Quality Of Life Policy Group,Small Entity,258281.3,14,18448.664285714283
1366.0,Mark Prisk,Very Small Entity,12334.0,3,4111.333333333333
1367.0,John Stanley,Small Entity,21765.8,6,3627.633333333333
1368.0,Tobias Ellwood,Small Entity,26358.34,10,2635.834
1369.0,Alan Duncan,Small Entity,41067.52,15,2737.8346666666666
1370.0,Brooks Newmark,Very Small Entity,9070.33,3,3023.443333333333
1371.0,Michael Fallon,Very Small Entity,18767.989999999998,5,3753.5979999999995
1372.0,Keith Vaz,Very Small Entity,13649.89,3,4549.963333333333
1373.0,Geoffrey Clifton-Brown,Small Entity,31185.69,9,3465.0766666666664
1374.0,Annette Brooke,Very Small Entity,3398.0,2,1699.0
1375.0,John Mcdonnell,Very Small Entity,7000.0,2,3500.0
1376.0,Brian Donohoe,Small Entity,34866.130000000005,9,3874.014444444445
1377.0,Jonathan Cruddas,Small Medium Entity,332944.66000000003,24,13872.694166666668
1379.0,Kerry Mccarthy,Small Entity,25016.45,9,2779.605555555556
1380.0,Andrew Tyrie,Very Small Entity,21800.0,3,7266.666666666667
1381.0,Hazel Blears,Small Entity,86115.78,13,6624.290769230769
1382.0,Alan Johnson,Small Medium Entity,138418.0,46,3009.086956521739
1383.0,Geoff Hoon,Very Small Entity,5039.0,2,2519.5
1384.0,Hilary Benn,Small Entity,33925.0,9,3769.4444444444443
1385.0,Rosie Cooper,Very Small Entity,22123.0,4,5530.75
1387.0,Frank Dobson,Very Small Entity,13235.0,4,3308.75
1388.0,Charles Clarke,Small Entity,23574.8,8,2946.85
1389.0,Gordon Brown,Small Medium Entity,511402.66,58,8817.28724137931
1390.0,Conservative Middle East Council,Small Medium Entity,1551393.51,69,22483.963913043477
1391.0,Alan Milburn,Small Entity,37213.13,7,5316.161428571429
1392.0,Andy Slaughter,Very Small Entity,18569.52,5,3713.904
1393.0,Dame Angela Watkinson,Very Small Entity,13465.8,5,2693.16
1394.0,Mark Lancaster,Small Entity,38216.35,12,3184.695833333333
1395.0,Emily Thornberry,Very Small Entity,3229.0,4,807.25
1396.0,Owen Paterson,Small Entity,59580.45,14,4255.746428571429
1397.0,Floyd Millen,Very Small Entity,1500.0,2,750.0
1398.0,Glenis Willmott,Very Small Entity,31000.0,5,6200.0
1399.0,Lynne Featherstone,Single Donation Entity,3507.25,1,3507.25
1400.0,Dr Stephen Ladyman,Very Small Entity,14100.0,4,3525.0
1401.0,Hugo Swire,Small Entity,34048.49,10,3404.8489999999997
1402.0,Boris Johnson,Medium Large Entity,3028094.26,282,10737.922907801418
1403.0,Sally Keeble,Very Small Entity,7400.0,2,3700.0
1404.0,South Ribble Westminster Fund,Very Small Entity,35000.0,3,11666.666666666666
1405.0,Philip Dunne,Very Small Entity,13273.09,4,3318.2725
1406.0,Andy Reed,Very Small Entity,3757.08,2,1878.54
1407.0,Julie Morgan,Very Small Entity,8942.1,4,2235.525
1409.0,Rachel Reeves,Small Entity,84619.5,13,6509.192307692308
1411.0,Mark Francois,Very Small Entity,13391.29,4,3347.8225
1412.0,Derek Wyatt,Small Entity,44255.39,15,2950.3593333333333
1413.0,Shahid Malik,Very Small Entity,15000.0,2,7500.0
1414.0,Richard Howitt,Very Small Entity,14402.55,5,2880.5099999999998
1415.0,Colin Burgon,Very Small Entity,3674.35,3,1224.7833333333333
1416.0,Alistair Carmichael,Small Entity,82394.34999999999,12,6866.195833333332
1417.0,Katy Clark,Small Entity,28854.45,12,2404.5375
1418.0,Conservative Muslim Forum,Small Medium Entity,260820.0,30,8694.0
1419.0,Mark Hendrick,Small Entity,60382.16,15,4025.4773333333337
1420.0,Andrew Selous,Single Donation Entity,8000.0,1,8000.0
1421.0,Andrew Stunell,Very Small Entity,5000.0,2,2500.0
1422.0,David Willetts,Small Entity,67335.79000000001,11,6121.435454545455
1423.0,Andrew Robathan,Very Small Entity,11762.0,4,2940.5
1424.0,Jim Fitzpatrick,Very Small Entity,18180.0,4,4545.0
1426.0,Daniel Kawczynski,Small Medium Entity,62387.78,18,3465.987777777778
1428.0,Mark Adrian Clarke,Very Small Entity,9000.0,3,3000.0
1429.0,Don Foster,Very Small Entity,11260.44,2,5630.22
1430.0,Virendra Kumar Sharma,Small Medium Entity,101001.2,26,3884.6615384615384
1431.0,Conservative/Unionist Members 1922 Committee,Small Entity,103500.0,10,10350.0
1432.0,Women2Win,Small Medium Entity,182050.0,16,11378.125
1433.0,Celia Barlow,Small Entity,18179.0,6,3029.8333333333335
1434.0,James Devine,Very Small Entity,7396.0,2,3698.0
1436.0,Martin Linton,Single Donation Entity,1200.0,1,1200.0
1437.0,Anne Milton,Very Small Entity,3482.5,3,1160.8333333333333
1438.0,Harriett Baldwin,Very Small Entity,13000.0,4,3250.0
1439.0,Roberta Blackman-Woods,Very Small Entity,18612.61,4,4653.1525
1440.0,David Blunkett,Very Small Entity,9074.0,3,3024.6666666666665
1441.0,Angie Bray,Single Donation Entity,2000.0,1,2000.0
1442.0,Chris Bryant,Small Entity,12759.0,6,2126.5
1443.0,Richard Cook,Single Donation Entity,2000.0,1,2000.0
1444.0,Stephen Crabb,Small Entity,20500.0,8,2562.5
1445.0,David Davies,Very Small Entity,4199.98,2,2099.99
1446.0,Paul Davies,Single Donation Entity,3000.0,1,3000.0
1447.0,Parmjit Dhanda,Very Small Entity,13536.0,5,2707.2
1448.0,Andrew Gwynne,Small Entity,50019.36,14,3572.8114285714287
1449.0,Fabian Hamilton,Very Small Entity,4535.68,2,2267.84
1450.0,Mark Harper,Small Entity,22500.0,7,3214.285714285714
1451.0,Barbara Keeley,Single Donation Entity,1425.0,1,1425.0
1452.0,Simon Kirby,Single Donation Entity,2000.0,1,2000.0
1453.0,Ivan Lewis,Small Medium Entity,112463.43,26,4325.516538461538
1454.0,Siobhain Mcdonagh,Very Small Entity,9360.0,3,3120.0
1455.0,Chris Mole,Single Donation Entity,1425.0,1,1425.0
1456.0,Madeleine Moon,Small Entity,17756.260000000002,6,2959.376666666667
1457.0,Caroline Nokes,Small Entity,45870.0,10,4587.0
1458.0,Linda Riordan,Very Small Entity,11500.0,2,5750.0
1459.0,Anne Snelgrove,Single Donation Entity,1425.0,1,1425.0
1460.0,Daria Jean Taylor,Very Small Entity,3780.13,2,1890.065
1461.0,Iain Wright,Small Entity,19828.64,7,2832.662857142857
1462.0,Mark Robert Timothy Garnier,Very Small Entity,10159.49,4,2539.8725
1463.0,Sharon Hodgson,Small Entity,35418.93,8,4427.36625
1464.0,Sian James,Single Donation Entity,7500.0,1,7500.0
1465.0,Tom Levitt,Very Small Entity,8598.0,2,4299.0
1466.0,Sarah Mccarthy-Fry,Single Donation Entity,3573.0,1,3573.0
1467.0,Shailesh Vara,Very Small Entity,19739.0,5,3947.8
1468.0,Robert Buckland,Very Small Entity,10000.0,3,3333.3333333333335
1469.0,Andy Burnham,Medium Entity,848976.72,130,6530.590153846154
1470.0,Dr Laurence Carmichael,Single Donation Entity,2000.0,1,2000.0
1471.0,Neil Carmichael,Single Donation Entity,2000.0,1,2000.0
1472.0,Jim Sheridan,Small Entity,40908.29,10,4090.829
1473.0,Siôn Simon,Small Medium Entity,62781.82,16,3923.86375
1474.0,Nicholas Soames,Small Entity,32790.2,8,4098.775
1475.0,Douglas Carswell,Single Donation Entity,2000.0,1,2000.0
1476.0,Linda Gilroy,Single Donation Entity,3000.0,1,3000.0
1477.0,Jim Knight,Single Donation Entity,1366.0,1,1366.0
1478.0,Jason Alexander Mccartney,Single Donation Entity,2000.0,1,2000.0
1479.0,Paul Maynard,Small Entity,24534.8,12,2044.5666666666666
1480.0,Maggie Throup,Very Small Entity,9232.58,4,2308.145
1481.0,Michael Richard Weatherley,Very Small Entity,13537.43,4,3384.3575
1482.0,David Gold,Single Donation Entity,2000.0,1,2000.0
1483.0,Mark Coote,Single Donation Entity,2000.0,1,2000.0
1484.0,Tony Cunningham,Very Small Entity,2949.0,2,1474.5
1485.0,Dame Louise Ellman,Small Entity,11992.56,7,1713.222857142857
1486.0,Lorraine Fullbrook,Very Small Entity,10629.45,4,2657.3625
1487.0,Benjamin Charles Tudor Jeffreys,Single Donation Entity,2000.0,1,2000.0
1488.0,Diana Ruth Johnson,Very Small Entity,9650.92,4,2412.73
1489.0,Christopher Pincher,Small Entity,35836.0,12,2986.3333333333335
1490.0,Eric Joyce,Very Small Entity,14031.970000000001,5,2806.3940000000002
1491.0,David Mundell,Small Medium Entity,58502.0,19,3079.0526315789475
1492.0,Jo Swinson,Very Small Entity,5743.8,3,1914.6000000000001
1493.0,Derek Vaughan,Very Small Entity,3000.0,2,1500.0
1495.0,Andrew Griffiths,Very Small Entity,12000.0,2,6000.0
1496.0,Penny Mordaunt,Very Small Entity,14600.0,3,4866.666666666667
1497.0,Theresa Griffin,Very Small Entity,48909.95,3,16303.316666666666
1498.0,Jeremy Browne,Single Donation Entity,2634.0,1,2634.0
1499.0,David Heath,Very Small Entity,5353.0,2,2676.5
1500.0,Ann Widdecombe,Single Donation Entity,1500.0,1,1500.0
1501.0,Nicholas Bourne Am,Single Donation Entity,1563.05,1,1563.05
1502.0,Graham Stringer,Very Small Entity,9779.08,4,2444.77
1503.0,Ann Winterton,Very Small Entity,4001.0,2,2000.5
1504.0,Bill Olner,Very Small Entity,4234.0,2,2117.0
1505.0,Claire Curtis-Thomas,Very Small Entity,4037.45,2,2018.725
1506.0,Nicholas Winteron,Single Donation Entity,3000.0,1,3000.0
1507.0,Susan Kramer,Very Small Entity,5290.09,3,1763.3633333333335
1508.0,Graham Allen,Single Donation Entity,2634.0,1,2634.0
1509.0,Philip Andrew Davies,Single Donation Entity,2000.0,1,2000.0
1510.0,Mike Penning,Small Entity,218535.0,15,14569.0
1511.0,Brian Binley,Very Small Entity,7324.92,3,2441.64
1512.0,Patricia Hewitt,Very Small Entity,10909.0,3,3636.3333333333335
1513.0,Mary Macleod,Small Medium Entity,238123.86,52,4579.304999999999
1514.0,Mark Pritchard,Small Medium Entity,84789.0,31,2735.1290322580644
1515.0,Robert Smith,Small Entity,32312.77,9,3590.307777777778
1516.0,Dr Phyllis Starkey,Single Donation Entity,2000.0,1,2000.0
1517.0,Iain Gray,Very Small Entity,3500.0,2,1750.0
1518.0,Cathy Jamieson,Very Small Entity,7000.0,3,2333.3333333333335
1519.0,Michael Ellis,Small Medium Entity,92143.5,22,4188.340909090909
1520.0,Neil Hudson,Very Small Entity,2856.4,2,1428.2
1521.0,Andrew Palmer Kerr,Very Small Entity,9880.0,4,2470.0
1522.0,Bill Butler,Single Donation Entity,1500.0,1,1500.0
1523.0,Lewis Macdonald,Single Donation Entity,2355.13,1,2355.13
1524.0,Andrea Leadsom,Small Entity,144600.0,10,14460.0
1525.0,Annunziata Rees-Mogg,Single Donation Entity,1800.0,1,1800.0
1526.0,Nick Ainger,Single Donation Entity,1300.0,1,1300.0
1527.0,Keith Hill,Very Small Entity,2750.0,2,1375.0
1528.0,John Battle,Single Donation Entity,1500.0,1,1500.0
1529.0,Charlie Elphicke,Small Entity,11400.0,6,1900.0
1530.0,Rosalind Scott,Single Donation Entity,5000.0,1,5000.0
1531.0,Jonathan Djanogly,Small Entity,247866.36,12,20655.53
1532.0,Michael German,Single Donation Entity,3374.15,1,3374.15
1533.0,Mark Todd,Single Donation Entity,4119.41,1,4119.41
1534.0,Stephen Barclay,Single Donation Entity,1305.0,1,1305.0
1535.0,Jennifer Willott,Very Small Entity,6740.0,2,3370.0
1536.0,Joan Ryan,Small Entity,58966.6,14,4211.9
1537.0,Julie Elliott,Single Donation Entity,1800.0,1,1800.0
1538.0,Hilary Armstrong,Single Donation Entity,1543.98,1,1543.98
1539.0,Jack Straw,Very Small Entity,28828.600000000002,5,5765.72
1540.0,Paul Blomfield,Single Donation Entity,2485.0,1,2485.0
1541.0,Liam Byrne,Small Entity,64747.34,15,4316.489333333333
1542.0,John Prescott,Small Entity,35524.17,9,3947.1299999999997
1543.0,Jenny Randerson Am,Very Small Entity,5000.0,2,2500.0
1544.0,Focus On Scotland,Small Medium Entity,649240.0,34,19095.29411764706
1545.0,Edward Leigh,Single Donation Entity,2000.0,1,2000.0
1546.0,Oliver Letwin,Very Small Entity,7550.0,2,3775.0
1548.0,Anthony Wright,Very Small Entity,6167.0,2,3083.5
1549.0,Gregory Barker,Very Small Entity,12319.79,5,2463.958
1550.0,Dr Vincent Cable,Small Entity,35822.0,6,5970.333333333333
1551.0,James Mcgovern,Very Small Entity,6811.0,3,2270.3333333333335
1552.0,Edward Timpson,Small Entity,862423.03,15,57494.86866666667
1553.0,Margaret Beckett,Single Donation Entity,16000.0,1,16000.0
1554.0,Dawn Butler,Very Small Entity,17147.0,3,5715.666666666667
1555.0,Wilfred Emmanuel-Jones,Very Small Entity,10000.0,2,5000.0
1556.0,Ian Mccartney,Very Small Entity,3543.8,2,1771.9
1557.0,Damian Collins,Very Small Entity,13940.0,4,3485.0
1558.0,Doug Naysmith,Single Donation Entity,3595.4,1,3595.4
1559.0,Isabel Owen,Single Donation Entity,5179.0,1,5179.0
1560.0,Lyn Brown,Very Small Entity,5481.0,2,2740.5
1561.0,Des Browne,Single Donation Entity,1505.82,1,1505.82
1562.0,Meg Munn,Small Entity,19068.0,7,2724.0
1563.0,Mark Hunter,Single Donation Entity,1155.0,1,1155.0
1565.0,Philip Allott,Single Donation Entity,2000.0,1,2000.0
1566.0,Mary Jane Senior,Single Donation Entity,1215.51,1,1215.51
1567.0,Philippa Stroud,Small Entity,51500.0,14,3678.5714285714284
1568.0,Timothy Kirkhope,Single Donation Entity,3044.98,1,3044.98
1569.0,Conor Burns,Small Medium Entity,49469.5,18,2748.3055555555557
1570.0,David Gauke,Single Donation Entity,22704.67,1,22704.67
1571.0,Greg Hands,Small Medium Entity,92688.53,16,5793.033125
1572.0,Mark Hoban,Very Small Entity,26504.67,3,8834.89
1573.0,John Reid,Very Small Entity,7500.0,2,3750.0
1574.0,Lindsay Roy,Single Donation Entity,1077.0,1,1077.0
1575.0,Stephen Hammond,Small Entity,34963.61,7,4994.801428571429
1576.0,Nick Griffin,Single Donation Entity,5000.0,1,5000.0
1577.0,Jamieson Ronald Reed,Single Donation Entity,1528.0,1,1528.0
1578.0,Malcolm Wicks,Very Small Entity,13322.86,4,3330.715
1579.0,Karen Lumley,Very Small Entity,6100.0,2,3050.0
1580.0,Carwyn Jones Am,Very Small Entity,6367.53,4,1591.8825
1581.0,Robert Halfon,Small Medium Entity,179724.96,38,4729.604210526316
1582.0,Gordon Henderson,Single Donation Entity,2000.0,1,2000.0
1583.0,Emma Reynolds,Small Entity,30796.0,10,3079.6
1584.0,Edwina Hart Am,Single Donation Entity,1625.0,1,1625.0
1585.0,Jane Kennedy,Single Donation Entity,1528.0,1,1528.0
1586.0,Michael Gove,Small Medium Entity,493621.48,52,9492.72076923077
1587.0,Damian Green,Single Donation Entity,1563.5,1,1563.5
1588.0,Douglas Hogg,Single Donation Entity,1700.0,1,1700.0
1589.0,Anne Mcguire,Very Small Entity,3114.56,2,1557.28
1590.0,David Miliband,Medium Entity,1367954.54,122,11212.742131147541
1591.0,Robert Neill,Very Small Entity,20547.68,5,4109.536
1592.0,Christine Russell,Very Small Entity,8000.0,2,4000.0
1593.0,Grant Shapps,Very Small Entity,6938.0,3,2312.6666666666665
1594.0,William Cash,Single Donation Entity,1199.69,1,1199.69
1595.0,Ian Liddell-Grainger,Very Small Entity,8634.41,2,4317.205
1596.0,Patrick Mcloughlin,Very Small Entity,3700.0,2,1850.0
1597.0,Alun Michael,Very Small Entity,15103.0,5,3020.6
1598.0,John Pugh,Single Donation Entity,3000.0,1,3000.0
1599.0,Chloe Smith,Small Entity,39156.62,6,6526.1033333333335
1600.0,Jeremy Corbyn,Small Medium Entity,336415.63,30,11213.854333333333
1601.0,Gillian Merron,Single Donation Entity,1221.13,1,1221.13
1603.0,Margot James,Small Entity,23053.28,8,2881.66
1604.0,Huw Lewis Am,Single Donation Entity,10000.0,1,10000.0
1605.0,David Heathcoat-Amory,Small Entity,24850.0,9,2761.1111111111113
1606.0,Dr Andrew Murrison,Small Entity,24850.0,9,2761.1111111111113
1607.0,William Hague,Small Medium Entity,194875.24,40,4871.880999999999
1608.0,Dr Alasdair Mcdonnell,Single Donation Entity,3500.0,1,3500.0
1609.0,David Borrow,Single Donation Entity,1199.69,1,1199.69
1610.0,Roger Gale,Very Small Entity,2569.86,2,1284.93
1611.0,Michael Jack,Single Donation Entity,2150.0,1,2150.0
1612.0,Andrew Love,Very Small Entity,10733.0,4,2683.25
1613.0,Miss Christine Mccafferty,Single Donation Entity,4811.98,1,4811.98
1614.0,Dr Desmond Turner,Single Donation Entity,2342.39,1,2342.39
1615.0,Conservative Friends Of Poland,Single Donation Entity,10000.0,1,10000.0
1616.0,Douglas Alexander,Small Entity,26723.59,7,3817.655714285714
1617.0,Gerald Howarth,Small Entity,23996.0,7,3428.0
1618.0,Islington Labour Group,Very Small Entity,24000.0,2,12000.0
1619.0,United & Cecil Club,Small Entity,124181.78,13,9552.444615384615
1620.0,Bernard Jenkin,Very Small Entity,49185.94,3,16395.313333333335
1621.0,Spring Lunch,Small Medium Entity,182976.0,16,11436.0
1622.0,Edward Miliband,Small Medium Entity,391663.08,59,6638.357288135593
1623.0,Edward Balls,Small Medium Entity,182634.14,18,10146.341111111113
1625.0,Nigel Adams,Small Medium Entity,534614.28,88,6075.162272727273
1626.0,Tom Blenkinsop,Very Small Entity,12000.0,2,6000.0
1628.0,Jason Mccartney,Very Small Entity,14665.0,5,2933.0
1629.0,Grahame Morris,Very Small Entity,7200.110000000001,3,2400.036666666667
1630.0,Andrew Perry,Single Donation Entity,4000.0,1,4000.0
1631.0,Julian Sturdy,Single Donation Entity,4000.0,1,4000.0
1632.0,John Hayes,Single Donation Entity,1909.64,1,1909.64
1633.0,Kenneth Livingstone,Small Medium Entity,97000.0,22,4409.090909090909
1634.0,Oona King,Small Entity,56500.0,13,4346.153846153846
1636.0,Alex Cunningham,Single Donation Entity,5000.0,1,5000.0
1638.0,Dr Matthew Offord,Small Entity,24749.7,10,2474.9700000000003
1639.0,Rory Stewart,Small Medium Entity,184101.7,34,5414.755882352942
1640.0,Andrew Bridgen,Very Small Entity,7500.0,3,2500.0
1642.0,Chris Kelly,Small Entity,16586.66,6,2764.443333333333
1643.0,Ian Lucas,Small Entity,32231.97,10,3223.197
1644.0,Dominic Raab,Small Medium Entity,254478.37,30,8482.612333333333
1645.0,Nick Boles,Small Entity,18089.16,6,3014.86
1646.0,Lgbtory,Single Donation Entity,10000.0,1,10000.0
1647.0,Liberal Democrat Friends Of Israel,Very Small Entity,43000.0,5,8600.0
1648.0,Diane Abbott,Small Entity,45979.65,11,4179.968181818182
1649.0,Heidi Alexander,Very Small Entity,11690.02,2,5845.01
1652.0,Tristram Hunt,Small Entity,129893.17,15,8659.544666666667
1653.0,Dr Julian Huppert,Very Small Entity,43034.0,3,14344.666666666666
1654.0,John Leech,Very Small Entity,9270.0,3,3090.0
1655.0,Mark Menzies,Small Medium Entity,89791.21,23,3903.9656521739134
1657.0,Ian Swales,Single Donation Entity,4300.0,1,4300.0
1658.0,James Wharton,Small Medium Entity,202645.9,38,5332.786842105263
1659.0,Chris White,Single Donation Entity,2200.0,1,2200.0
1660.0,Craig Whittaker,Small Entity,22240.73,7,3177.247142857143
1662.0,Gordon Birtwistle,Very Small Entity,13471.59,3,4490.53
1664.0,Lorely Burt,Single Donation Entity,3430.0,1,3430.0
1665.0,Daniel Byles,Very Small Entity,5921.469999999999,2,2960.7349999999997
1666.0,Kris Hopkins,Single Donation Entity,4000.0,1,4000.0
1667.0,Huw Irranca-Davies,Single Donation Entity,2421.47,1,2421.47
1668.0,Tessa Jowell,Small Medium Entity,189355.53,22,8607.069545454546
1670.0,Priti Patel,Small Entity,20779.0,6,3463.1666666666665
1671.0,Yasmin Qureshi,Small Entity,24054.69,8,3006.83625
1672.0,Heather Wheeler,Small Entity,36802.71,12,3066.8925
1673.0,Rushanara Ali,Small Entity,53529.380000000005,13,4117.6446153846155
1674.0,Peter Bone,Very Small Entity,5800.0,2,2900.0
1675.0,Thomas Docherty,Single Donation Entity,3279.0,1,3279.0
1676.0,Jonathan Edwards,Single Donation Entity,4680.0,1,4680.0
1677.0,Matthew Hancock,Small Medium Entity,288990.0,43,6720.697674418605
1678.0,Kate Hoey,Very Small Entity,43421.0,5,8684.2
1681.0,Chris Heaton-Harris,Very Small Entity,13697.55,4,3424.3875
1682.0,Dr Phillip Lee,Small Entity,50853.479999999996,11,4623.043636363636
1683.0,Charlotte Leslie,Small Entity,48681.43,14,3477.245
1684.0,Pamela Nash,Very Small Entity,10226.94,3,3408.98
1687.0,Catherine Mckinnell,Very Small Entity,5500.0,2,2750.0
1688.0,Nadhim Zahawi,Small Entity,31789.97,7,4541.424285714286
1696.0,Austin Mitchell,Single Donation Entity,4000.0,1,4000.0
1707.0,Lisa Nandy,Very Small Entity,13075.0,4,3268.75
1710.0,No To Av Yes To Pr,Single Donation Entity,21149.67,1,21149.67
1728.0,Pauline Latham,Small Entity,109077.68,9,12119.742222222221
1729.0,Stephen Mcpartland,Very Small Entity,10123.1,4,2530.775
1730.0,Labour Women'S Network,Small Entity,51090.0,7,7298.571428571428
1731.0,Movement For Change,Small Medium Entity,1503953.6,44,34180.76363636364
1762.0,Liverpool Labour Group,Very Small Entity,30000.0,2,15000.0
1763.0,Julian Smith,Very Small Entity,5821.75,2,2910.875
1771.0,David Campbell Bannerman,Single Donation Entity,1501.0,1,1501.0
1772.0,Project Umubano,Single Donation Entity,50000.0,1,50000.0
1773.0,Bob Ainsworth,Single Donation Entity,4500.0,1,4500.0
1774.0,Bill Esterson,Small Entity,38900.0,7,5557.142857142857
1775.0,Mike Freer,Very Small Entity,12664.34,5,2532.868
1776.0,Duncan Hames,Small Entity,22006.0,6,3667.6666666666665
1777.0,Sheryll Murray,Small Entity,28674.0,10,2867.4
1778.0,Andrew Percy,Small Entity,29239.0,11,2658.090909090909
1779.0,Simon Reevell,Single Donation Entity,2000.0,1,2000.0
1780.0,Henry Smith,Small Entity,37084.8,9,4120.533333333334
1781.0,Gerry Sutcliffe,Single Donation Entity,3500.0,1,3500.0
1782.0,Justin Tomlinson,Single Donation Entity,3600.0,1,3600.0
1792.0,Bob Blackman,Small Medium Entity,88130.83,24,3672.1179166666666
1793.0,Simon Danczuk,Very Small Entity,14673.0,3,4891.0
1794.0,Philip Davies,Very Small Entity,14472.0,4,3618.0
1795.0,Michael Dugher,Small Medium Entity,45360.92,16,2835.0575
1796.0,John Healey,Small Entity,84019.56,7,12002.794285714286
1797.0,Sajid Javid,Small Medium Entity,303669.63,24,12652.90125
1798.0,Angus Macneil,Very Small Entity,21796.48,5,4359.296
1799.0,Ed Miliband,Very Small Entity,52835.8,4,13208.95
1800.0,Stephen Mosley,Very Small Entity,10679.45,5,2135.8900000000003
1801.0,Bridget Phillipson,Single Donation Entity,2123.4,1,2123.4
1802.0,Jim Murphy,Small Entity,82770.99,11,7524.635454545455
1806.0,Luciana Berger,Small Entity,62929.18,11,5720.834545454545
1808.0,Stephen Twigg,Very Small Entity,15846.42,5,3169.284
1814.0,Steve Baker,Very Small Entity,21390.0,2,10695.0
1815.0,Nadine Dorries,Single Donation Entity,8130.0,1,8130.0
1816.0,Kwasi Kwarteng,Small Medium Entity,47253.74,16,2953.35875
1817.0,Greg Mulholland,Very Small Entity,4043.59,2,2021.795
1819.0,Gareth R Thomas,Very Small Entity,15301.0,3,5100.333333333333
1820.0,Murdo Fraser,Very Small Entity,14700.0,4,3675.0
1823.0,Iain Duncan Smith,Very Small Entity,10667.279999999999,2,5333.639999999999
1824.0,Tim Farron,Small Medium Entity,155077.0,17,9122.176470588236
1825.0,Stephen Hepburn,Small Entity,17140.3,7,2448.6142857142854
1826.0,Greg Knight,Single Donation Entity,3000.0,1,3000.0
1835.0,Ruth Davidson,Very Small Entity,29500.0,4,7375.0
1836.0,John Denham,Very Small Entity,9355.66,2,4677.83
1837.0,Caroline Dinenage,Single Donation Entity,8000.0,1,8000.0
1838.0,Helen Grant,Very Small Entity,19532.13,5,3906.4260000000004
1840.0,Nicky Morgan,Single Donation Entity,6000.0,1,6000.0
1841.0,Anne Marie Morris,Small Medium Entity,47275.72,18,2626.428888888889
1842.0,Jesse Norman,Very Small Entity,8196.0,2,4098.0
1843.0,Alok Sharma,Very Small Entity,17827.57,5,3565.514
1844.0,Chuka Umunna,Small Medium Entity,286778.16,33,8690.247272727273
1845.0,Paul Uppal,Very Small Entity,9925.0,2,4962.5
1846.0,Tom Watson,Small Medium Entity,529333.63,58,9126.441896551723
1850.0,Johann Lamont,Single Donation Entity,5000.0,1,5000.0
1851.0,Stuart Andrew,Very Small Entity,14715.0,5,2943.0
1852.0,Jim Dobbin,Very Small Entity,4265.0,2,2132.5
1853.0,Dr Gregg Mcclymont,Single Donation Entity,2025.0,1,2025.0
